timestamp,symbol,direction,entry_price,exit_price,size,pnl,fee,exit_reason,balance_after,score,stretch,context_rsi,zscore,mfe,mae,peak_progress,hold_minutes
2026-04-14T13:21:20+00:00,SOL/USDT:USDT,SHORT,86.28,86.22686428571429,2.318,-0.07682845428571018,0.19999704000000001,SL,999.9231715457142,0.6832500372861157,0.004575671907393349,55.77889447236193,0.657267381804554,0.09999999999999432,0.0,0.576131687242791,2.0
2026-04-14T13:21:20+00:00,SOL/USDT:USDT,SHORT,86.28,86.22686428571429,2.318,-0.07682845428571018,0.19999704000000001,SL,999.8463430914285,0.6832500372861157,0.004575671907393349,55.77889447236193,0.657267381804554,0.09999999999999432,0.0,0.576131687242791,2.0
2026-04-14T13:21:20+00:00,SOL/USDT:USDT,SHORT,86.28,86.22686428571429,2.318,-0.07682845428571018,0.19999704000000001,SL,999.7695146371427,0.6832500372861157,0.004575671907393349,55.77889447236193,0.657267381804554,0.09999999999999432,0.0,0.576131687242791,2.0
2026-04-14T15:10:20+00:00,SOL/USDT:USDT,LONG,85.44,85.53365714285714,2.341,0.019236331428564235,0.20001504,SL,999.7887509685713,0.6235793962298025,-0.01434635090265732,45.61797752808992,-0.6190644663678871,0.10000000000000853,0.06999999999999318,0.3657537453183787,2.0
2026-04-14T15:10:20+00:00,SOL/USDT:USDT,LONG,85.44,85.53365714285714,2.341,0.019236331428564235,0.20001504,SL,999.8079872999999,0.6235793962298025,-0.01434635090265732,45.61797752808992,-0.6190644663678871,0.10000000000000853,0.06999999999999318,0.3657537453183787,2.0
2026-04-14T15:10:20+00:00,SOL/USDT:USDT,LONG,85.44,85.53365714285714,2.341,0.019236331428564235,0.20001504,SL,999.8272236314285,0.6235793962298025,-0.01434635090265732,45.61797752808992,-0.6190644663678871,0.10000000000000853,0.06999999999999318,0.3657537453183787,2.0
2026-04-14T16:55:20+00:00,SOL/USDT:USDT,LONG,84.89,84.92308571428572,2.356,-0.12205089714284748,0.20000083999999999,SL,999.7051727342857,0.7220941009066103,-0.008713693251206335,39.655172413793125,-0.6452179589020894,0.060000000000002274,0.18999999999999773,0.241796200345437,2.0
2026-04-14T16:55:20+00:00,SOL/USDT:USDT,LONG,84.89,84.92308571428572,2.356,-0.12205089714284748,0.20000083999999999,SL,999.5831218371429,0.7220941009066103,-0.008713693251206335,39.655172413793125,-0.6452179589020894,0.060000000000002274,0.18999999999999773,0.241796200345437,2.0
2026-04-14T16:55:20+00:00,SOL/USDT:USDT,LONG,84.89,84.92308571428572,2.356,-0.12205089714284748,0.20000083999999999,SL,999.4610709400001,0.7220941009066103,-0.008713693251206335,39.655172413793125,-0.6452179589020894,0.060000000000002274,0.18999999999999773,0.241796200345437,2.0
2026-04-15T02:39:20+00:00,SOL/USDT:USDT,LONG,83.13,83.19834285714285,2.406,-0.035577865714297746,0.20001078000000003,SL,999.4254930742858,0.733440860215053,-0.005789982443676658,38.17204301075284,-0.7624119282383344,0.10999999999999943,0.0,0.7129629629629323,2.0
2026-04-15T02:39:20+00:00,SOL/USDT:USDT,LONG,83.13,83.19834285714285,2.406,-0.035577865714297746,0.20001078000000003,SL,999.3899152085714,0.733440860215053,-0.005789982443676658,38.17204301075284,-0.7624119282383344,0.10999999999999943,0.0,0.7129629629629323,2.0
2026-04-15T02:39:20+00:00,SOL/USDT:USDT,LONG,83.13,83.19834285714285,2.406,-0.035577865714297746,0.20001078000000003,SL,999.3543373428571,0.733440860215053,-0.005789982443676658,38.17204301075284,-0.7624119282383344,0.10999999999999943,0.0,0.7129629629629323,2.0
2026-04-15T10:10:20+00:00,SOL/USDT:USDT,SHORT,83.3,83.2659,2.401,-0.11812920000001166,0.20000329999999997,SL,999.2362081428571,0.6834544533754028,0.0026651690309220056,59.85401459854007,0.6565631403565358,0.060000000000002274,0.07000000000000739,0.43010752688174236,2.0
2026-04-15T10:10:20+00:00,SOL/USDT:USDT,SHORT,83.3,83.2659,2.401,-0.11812920000001166,0.20000329999999997,SL,999.1180789428571,0.6834544533754028,0.0026651690309220056,59.85401459854007,0.6565631403565358,0.060000000000002274,0.07000000000000739,0.43010752688174236,2.0
2026-04-15T10:10:20+00:00,SOL/USDT:USDT,SHORT,83.3,83.2659,2.401,-0.11812920000001166,0.20000329999999997,SL,998.9999497428571,0.6834544533754028,0.0026651690309220056,59.85401459854007,0.6565631403565358,0.060000000000002274,0.07000000000000739,0.43010752688174236,2.0
2026-04-15T22:11:20+00:00,SOL/USDT:USDT,SHORT,85.35,85.25554285714286,2.343,0.021338035714274145,0.19997505,SL,999.0212877785714,0.6857391549162087,0.008086474661115757,57.49128919860617,0.6780118108670465,0.14999999999999147,0.0,0.729166666666648,2.0
2026-04-15T22:11:20+00:00,SOL/USDT:USDT,SHORT,85.35,85.25554285714286,2.343,0.021338035714274145,0.19997505,SL,999.0426258142857,0.6857391549162087,0.008086474661115757,57.49128919860617,0.6780118108670465,0.14999999999999147,0.0,0.729166666666648,2.0
2026-04-15T22:11:20+00:00,SOL/USDT:USDT,SHORT,85.35,85.25554285714286,2.343,0.021338035714274145,0.19997505,SL,999.0639638499999,0.6857391549162087,0.008086474661115757,57.49128919860617,0.6780118108670465,0.14999999999999147,0.0,0.729166666666648,2.0
2026-04-16T02:31:00+00:00,SOL/USDT:USDT,SHORT,85.12,85.28328571428573,2.35,-0.5837534285714432,0.20003200000000002,SL,998.4802104214285,0.6533805774278221,0.003698532624137352,54.66666666666664,0.7774712555298947,0.0,0.28999999999999204,0.0,2.0
2026-04-16T02:31:00+00:00,SOL/USDT:USDT,SHORT,85.12,85.28328571428573,2.35,-0.5837534285714432,0.20003200000000002,SL,997.8964569928571,0.6533805774278221,0.003698532624137352,54.66666666666664,0.7774712555298947,0.0,0.28999999999999204,0.0,2.0
2026-04-16T02:31:00+00:00,SOL/USDT:USDT,SHORT,85.12,85.28328571428573,2.35,-0.5837534285714432,0.20003200000000002,SL,997.3127035642857,0.6533805774278221,0.003698532624137352,54.66666666666664,0.7774712555298947,0.0,0.28999999999999204,0.0,2.0
2026-04-16T07:06:20+00:00,SOL/USDT:USDT,SHORT,85.55,85.49106928571427,2.338,-0.06223588999998131,0.2000159,SL,997.2504676742857,0.7319905910026345,0.0021268222075722307,60.52631578947372,0.7361583107732985,0.09000000000000341,0.0,0.7821229050279812,2.0
2026-04-16T07:06:20+00:00,SOL/USDT:USDT,SHORT,85.55,85.49106928571427,2.338,-0.06223588999998131,0.2000159,SL,997.1882317842857,0.7319905910026345,0.0021268222075722307,60.52631578947372,0.7361583107732985,0.09000000000000341,0.0,0.7821229050279812,2.0
2026-04-16T07:06:20+00:00,SOL/USDT:USDT,SHORT,85.55,85.49106928571427,2.338,-0.06223588999998131,0.2000159,SL,997.1259958942857,0.7319905910026345,0.0021268222075722307,60.52631578947372,0.7361583107732985,0.09000000000000341,0.0,0.7821229050279812,2.0
2026-04-16T08:06:20+00:00,SOL/USDT:USDT,LONG,85.03,85.06331428571428,2.352,-0.12163536000000597,0.19999056,SL,997.0043605342856,0.7295908514686696,-0.003380132861808715,35.82089552238796,-0.610672829532421,0.060000000000002274,0.07000000000000739,0.44025157232704404,2.0
2026-04-16T08:06:20+00:00,SOL/USDT:USDT,LONG,85.03,85.06331428571428,2.352,-0.12163536000000597,0.19999056,SL,996.8827251742856,0.7295908514686696,-0.003380132861808715,35.82089552238796,-0.610672829532421,0.060000000000002274,0.07000000000000739,0.44025157232704404,2.0
2026-04-16T08:06:20+00:00,SOL/USDT:USDT,LONG,85.03,85.06331428571428,2.352,-0.12163536000000597,0.19999056,SL,996.7610898142856,0.7295908514686696,-0.003380132861808715,35.82089552238796,-0.610672829532421,0.060000000000002274,0.07000000000000739,0.44025157232704404,2.0
2026-04-16T09:27:20+00:00,SOL/USDT:USDT,SHORT,85.43,85.35697071428571,2.341,-0.02903007214282735,0.19999163000000003,SL,996.7320597421427,0.6236632100757611,0.003336685563825383,52.22929936305756,0.605420236794187,0.11000000000001364,0.0,0.8033385498175339,2.0
2026-04-16T09:27:20+00:00,SOL/USDT:USDT,SHORT,85.43,85.35697071428571,2.341,-0.02903007214282735,0.19999163000000003,SL,996.7030296699999,0.6236632100757611,0.003336685563825383,52.22929936305756,0.605420236794187,0.11000000000001364,0.0,0.8033385498175339,2.0
2026-04-16T09:27:20+00:00,SOL/USDT:USDT,SHORT,85.43,85.35697071428571,2.341,-0.02903007214282735,0.19999163000000003,SL,996.673999597857,0.6236632100757611,0.003336685563825383,52.22929936305756,0.605420236794187,0.11000000000001364,0.0,0.8033385498175339,2.0
2026-04-16T12:06:20+00:00,SOL/USDT:USDT,SHORT,85.31,85.23124285714286,2.344,-0.015359897142857931,0.19996664,SL,996.6586397007142,0.7072453703703606,0.003198007038491289,60.62499999999996,0.7491139985093971,0.10999999999999943,0.0,0.9506172839505763,2.0
2026-04-16T12:06:20+00:00,SOL/USDT:USDT,SHORT,85.31,85.23124285714286,2.344,-0.015359897142857931,0.19996664,SL,996.6432798035713,0.7072453703703606,0.003198007038491289,60.62499999999996,0.7491139985093971,0.10999999999999943,0.0,0.9506172839505763,2.0
2026-04-16T12:06:20+00:00,SOL/USDT:USDT,SHORT,85.31,85.23124285714286,2.344,-0.015359897142857931,0.19996664,SL,996.6279199064285,0.7072453703703606,0.003198007038491289,60.62499999999996,0.7491139985093971,0.10999999999999943,0.0,0.9506172839505763,2.0
2026-04-16T13:55:00+00:00,SOL/USDT:USDT,LONG,84.43,84.14264285714286,2.369,-0.8807637414285805,0.20001467,SL,995.7471561649999,0.6946716113386493,-0.012616500813625973,40.923076923077055,-0.6764077234761442,0.0,0.730000000000004,0.0,2.0
2026-04-16T13:55:00+00:00,SOL/USDT:USDT,LONG,84.43,84.14264285714286,2.369,-0.8807637414285805,0.20001467,SL,994.8663924235713,0.6946716113386493,-0.012616500813625973,40.923076923077055,-0.6764077234761442,0.0,0.730000000000004,0.0,2.0
2026-04-16T13:55:00+00:00,SOL/USDT:USDT,LONG,84.43,84.14264285714286,2.369,-0.8807637414285805,0.20001467,SL,993.9856286821426,0.6946716113386493,-0.012616500813625973,40.923076923077055,-0.6764077234761442,0.0,0.730000000000004,0.0,2.0
2026-04-16T16:54:20+00:00,SOL/USDT:USDT,LONG,85.7,85.78705714285715,2.334,0.0031675714285835377,0.20002380000000003,SL,993.9887962535712,0.6311530793685001,-0.008909550149427976,46.268656716417986,-0.7267996740408367,0.12999999999999545,0.0799999999999983,0.47403733955656574,2.0
2026-04-16T16:54:20+00:00,SOL/USDT:USDT,LONG,85.7,85.78705714285715,2.334,0.0031675714285835377,0.20002380000000003,SL,993.9919638249997,0.6311530793685001,-0.008909550149427976,46.268656716417986,-0.7267996740408367,0.12999999999999545,0.0799999999999983,0.47403733955656574,2.0
2026-04-16T16:54:20+00:00,SOL/USDT:USDT,LONG,85.7,85.78705714285715,2.334,0.0031675714285835377,0.20002380000000003,SL,993.9951313964283,0.6311530793685001,-0.008909550149427976,46.268656716417986,-0.7267996740408367,0.12999999999999545,0.0799999999999983,0.47403733955656574,2.0
